movieId,title,genres,imdbId,tmdbId,cast,director,tags,content,poster_file,rating_mean,rating_count,bayes
8573,Reconstruction (2003),Drama Romance,366943,29456.0,Nikolaj Lie Kaas|Maria Bonnevie|Krister Henriksson|Klaus Mulbjerg|Nicolas Bro|Peter Steen,Christoffer Boe,love atmospheric beautiful dreamlike author,reconstruction 2003 drama romance love atmospheric beautiful dreamlike author nikolaj lie kaas maria bonnevie krister henriksson klaus mulbjerg nicolas bro peter steen christoffer boe,,3.535806655883789,0,3.535806655883789
8574,"Claymation Christmas Celebration, A (1987)",Animation Children Comedy Musical,272045,21386.0,Tim Conner|Johnny Counterfit,Will Vinton,claymation holiday motown musical christmas,claymation christmas celebration a 1987 animation children comedy musical claymation holiday motown musical christmas tim conner johnny counterfit will vinton,,3.535806655883789,0,3.535806655883789
8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy Drama,243135,24908.0,Audrey Tautou|Faudel|Eric Savin|Nathalie Besançon,Laurent Firode,audrey tautou french ================ audrey tatou cute,happenstance battement d ailes du papillon le 2001 comedy drama audrey tautou french audrey tatou cute audrey tautou faudel eric savin nathalie besan on laurent firode,,3.535806655883789,0,3.535806655883789
8576,Kopps (2003),Action Comedy,339230,9256.0,Fares Fares|Torkel Petersson|Göran Ragnerstam|Sissela Kyle|Eva Röse|Christian Fiedler,Josef Fares,small town comedy police cow hauska ku mika,kopps 2003 action comedy small town comedy police cow hauska ku mika fares fares torkel petersson g ran ragnerstam sissela kyle eva r se christian fiedler josef fares,,3.535806655883789,0,3.535806655883789
8577,Comandante (2003),Documentary,342213,25783.0,Oliver Stone|Juanita Vera|Fidel Castro|Ernesto |John F. Kennedy|Richard Nixon,Oliver Stone,oliver stone che guevara cuban revolution fidel castro less than 300 ratings,comandante 2003 documentary oliver stone che guevara cuban revolution fidel castro less than 300 ratings oliver stone juanita vera fidel castro ernesto john f kennedy richard nixon oliver stone,,3.535806655883789,0,3.535806655883789
8578,Undead (2003),Action Comedy Horror Sci-Fi,339840,8991.0,Felicity Mason|Mungo McKay|Rob Jenkins|Lisa Cunningham|Dirk Hunter|Emma Randall,Michael Spierig|Peter Spierig,zombie zombies epidemic alien aliens,undead 2003 action comedy horror sci fi zombie zombies epidemic alien aliens felicity mason mungo mckay rob jenkins lisa cunningham dirk hunter emma randall michael spierig peter spierig,,3.535806655883789,0,3.535806655883789
8580,Into the Woods (1991),Adventure Comedy Fantasy Musical,99851,23378.0,Bernadette Peters|Chip Zien|Joanna Gleason|Tom Aldredge|Kim Crosby,James Lapine,stephen sondheim fairy tale musical bernadette peters campy,into the woods 1991 adventure comedy fantasy musical stephen sondheim fairy tale musical bernadette peters campy bernadette peters chip zien joanna gleason tom aldredge kim crosby james lapine,,3.535806655883789,0,3.535806655883789
8581,Pirates of Silicon Valley (1999),Documentary Drama,168122,3293.0,Noah Wyle|Joey Slotnick|J.G. Hertzler|Anthony Michael Hall|Wayne Pére|Sheila Shaw,Martyn Burke,computers geeks history apple microsoft,pirates of silicon valley 1999 documentary drama computers geeks history apple microsoft noah wyle joey slotnick j g hertzler anthony michael hall wayne p re sheila shaw martyn burke,,3.535806655883789,0,3.535806655883789
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary War,104810,36947.0,Noam Chomsky|Mark Achbar|Edward S. Herman|William F. Buckley|Peter Jennings|Bill Moyers,Mark Achbar|Peter Wintonick,politics propaganda chomsky corruption journalism,manufacturing consent noam chomsky and the media 1992 documentary war politics propaganda chomsky corruption journalism noam chomsky mark achbar edward s herman william f buckley peter jennings bill moyers mark achbar peter wintonick,,3.535806655883789,0,3.535806655883789
8583,"Clock, The (1945)",Adventure Drama Romance,37604,54028.0,Judy Garland|Robert Walker|James Gleason|Keenan Wynn|Lucile Gleason|Marshall Thompson,Vincente Minnelli,bd-r clv fall in love fred zinnemann new york city,clock the 1945 adventure drama romance bd r clv fall in love fred zinnemann new york city judy garland robert walker james gleason keenan wynn lucile gleason marshall thompson vincente minnelli,,3.535806655883789,0,3.535806655883789
8584,Leave Her to Heaven (1945),Drama Film-Noir,37865,17645.0,Gene Tierney|Cornel Wilde|Jeanne Crain|Vincent Price|Mary Philips|Ray Collins,John M. Stahl,film noir gene tierney bd-r boat femme fatale,leave her to heaven 1945 drama film noir film noir gene tierney bd r boat femme fatale gene tierney cornel wilde jeanne crain vincent price mary philips ray collins john m stahl,,3.535806655883789,0,3.535806655883789
8585,Rapa Nui (1994),Action Adventure Drama Romance,110944,10448.0,Jason Scott Lee|Esai Morales|Sandrine Holt|Eru Potaka-Dewes|Emilio Tuki Hito|Gordon Hatfield,Kevin Reynolds,history in love with enemy indigenous island nudity (topless - notable),rapa nui 1994 action adventure drama romance history in love with enemy indigenous island nudity topless notable jason scott lee esai morales sandrine holt eru potaka dewes emilio tuki hito gordon hatfield kevin reynolds,tt0110944.jpg,3.535806655883789,0,3.535806655883789
8586,Roxie Hart (1942),Comedy,35272,57684.0,Ginger Rogers|Adolphe Menjou|George Montgomery|Lynne Overman|Nigel Bruce|Phil Silvers,William A. Wellman,chicago female prisoner ginger rogers william a. wellman,roxie hart 1942 comedy chicago female prisoner ginger rogers william a wellman ginger rogers adolphe menjou george montgomery lynne overman nigel bruce phil silvers william a wellman,,3.535806655883789,0,3.535806655883789
8587,Mayor of the Sunset Strip (2003),Documentary,230512,61487.0,Rodney Bingenheimer|Kim Fowley|Exene Cervenka|John Doe|Courtney Love|Alice Cooper,George Hickenlooper,celebrity documentary hollywood music rock,mayor of the sunset strip 2003 documentary celebrity documentary hollywood music rock rodney bingenheimer kim fowley exene cervenka john doe courtney love alice cooper george hickenlooper,,3.535806655883789,0,3.535806655883789
8589,Winter War (Talvisota) (1989),Drama War,98437,29383.0,Taneli Mäkelä|Vesa Vierikko|Timo Torikka|Heikki Paavilainen|Antti Raivio|Esko Kovero,Pekka Parikka,war finnish foreign language history war movie,winter war talvisota 1989 drama war war finnish foreign language history war movie taneli m kel vesa vierikko timo torikka heikki paavilainen antti raivio esko kovero pekka parikka,,3.535806655883789,0,3.535806655883789
8591,"Philadelphia Experiment, The (1984)",Adventure Drama Sci-Fi,87910,10606.0,Michael Paré|Nancy Allen|Eric Christmas|Bobby Di Cicco|Louise Latham|Kene Holliday,Stewart Raffill,time travel world war ii 1940s cheesy experimental,philadelphia experiment the 1984 adventure drama sci fi time travel world war ii 1940s cheesy experimental michael par nancy allen eric christmas bobby di cicco louise latham kene holliday stewart raffill,tt0087910.jpg,3.535806655883789,0,3.535806655883789
8592,"Wheeler Dealers, The (1963)",Comedy,57681,42988.0,James Garner|Lee Remick|Phil Harris|Chill Wills|Jim Backus,Arthur Hiller,,wheeler dealers the 1963 comedy  james garner lee remick phil harris chill wills jim backus arthur hiller,,3.535806655883789,0,3.535806655883789
8593,Juice (1992),Action Crime Drama Thriller,104573,16136.0,Omar Epps|Tupac Amaru Shakur|Khalil Kain|Jermaine |Samuel L. Jackson|Queen Latifah,Ernest R. Dickerson,hip hop hip-hop rap music 90's black people,juice 1992 action crime drama thriller hip hop hip hop rap music 90 s black people omar epps tupac amaru shakur khalil kain jermaine samuel l jackson queen latifah ernest r dickerson,tt0104573.jpg,3.535806655883789,0,3.535806655883789
8594,"Secret Life of Girls, The (1999)",Comedy,165086,58669.0,Linda Hamilton|Eugene Levy|Majandra Delfino|Meagan Good|Kate Vernon|Aeryk Egan,Holly Goldberg Sloan,adultery independent film woman director,secret life of girls the 1999 comedy adultery independent film woman director linda hamilton eugene levy majandra delfino meagan good kate vernon aeryk egan holly goldberg sloan,,3.535806655883789,0,3.535806655883789
8595,"Flim-Flam Man, The (1967)",Action Adventure Comedy,61678,42407.0,George C. Scott|Sue Lyon|Harry Morgan|Jack Albertson|Michael Sarrazin|Alice Ghostley,Irvin Kershner,bd-r chase con george c. scott irvin kershner,flim flam man the 1967 action adventure comedy bd r chase con george c scott irvin kershner george c scott sue lyon harry morgan jack albertson michael sarrazin alice ghostley irvin kershner,,3.535806655883789,0,3.535806655883789
8596,Revenge of the Pink Panther (1978),Comedy Crime,78163,6081.0,Peter Sellers|Andrew Sachs|Herbert Lom|Burt Kwouk|Dyan Cannon|Robert Webber,Blake Edwards,peter sellers inspector absurd blake edwards classic,revenge of the pink panther 1978 comedy crime peter sellers inspector absurd blake edwards classic peter sellers andrew sachs herbert lom burt kwouk dyan cannon robert webber blake edwards,,3.535806655883789,0,3.535806655883789
8597,Riders (2002),Action Crime Thriller,282552,12577.0,Stephen Dorff|Natasha Henstridge|Bruce Payne|Steven Berkoff|Clé Bennett,Gérard Pirès,extreme sports nudity (topless) rollerskates,riders 2002 action crime thriller extreme sports nudity topless rollerskates stephen dorff natasha henstridge bruce payne steven berkoff cl bennett g rard pir s,,3.535806655883789,0,3.535806655883789
8598,I Am Dina (2002),Crime Drama Mystery Romance,281924,36561.0,Maria Bonnevie|Gérard Depardieu|Christopher Eccleston|Pernilla August|Bjørn Floberg|Mads Mikkelsen,Ole Bornedal,19th century divx gerard depardieu independent film nudity (topless),i am dina 2002 crime drama mystery romance 19th century divx gerard depardieu independent film nudity topless maria bonnevie g rard depardieu christopher eccleston pernilla august bj rn floberg mads mikkelsen ole bornedal,,3.535806655883789,0,3.535806655883789
8600,Angels with Dirty Faces (1938),Crime Drama Film-Noir Thriller,29870,13696.0,James Cagney|Pat O’Brien|Humphrey Bogart|Ann Sheridan|George Bancroft|The ,Michael Curtiz,gangster basketball based on novel or book casino catholic priest,angels with dirty faces 1938 crime drama film noir thriller gangster basketball based on novel or book casino catholic priest james cagney pat o brien humphrey bogart ann sheridan george bancroft the michael curtiz,,3.535806655883789,0,3.535806655883789
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy Drama,24803,44494.0,Jean Dasté|Robert le Flon|Du Verron|Delphin|Léon Larive|Madame Émile,Jean Vigo,criterion angry bd-r biting boarding school,zero de conduite zero for conduct z ro de conduite jeunes diables au coll ge 1933 comedy drama criterion angry bd r biting boarding school jean dast robert le flon du verron delphin l on larive madame mile jean vigo,,3.535806655883789,0,3.535806655883789
8602,Shadows (1959),Drama,53270,15484.0,Ben Carruthers|Lelia Goldoni|Hugh Hurd|Anthony Ray|Dennis Sallas|Tom Reese,John Cassavetes,criterion bd-r cassavetes dvd-video energy,shadows 1959 drama criterion bd r cassavetes dvd video energy ben carruthers lelia goldoni hugh hurd anthony ray dennis sallas tom reese john cassavetes,,3.535806655883789,0,3.535806655883789
8603,Coming Out (1989),Drama,97095,36672.0,Dirk Kummer|Axel Wandtke|Werner Dissel|Matthias Freihof|Michael Gwisdek|Dagmar Manzel,Heiner Carow,teddy award,coming out 1989 drama teddy award dirk kummer axel wandtke werner dissel matthias freihof michael gwisdek dagmar manzel heiner carow,,3.535806655883789,0,3.535806655883789
8604,Taxi (1998),Action Comedy,152930,2330.0,Samy Naceri|Frédéric Diefenthal|Marion Cotillard|Emma Wiklund|Manuela Gourary|Bernard Farcy,Gérard Pirès,cars france humor car chase marseille,taxi 1998 action comedy cars france humor car chase marseille samy naceri fr d ric diefenthal marion cotillard emma wiklund manuela gourary bernard farcy g rard pir s,,3.535806655883789,0,3.535806655883789
8605,Taxi 3 (2003),Action Comedy,295721,2334.0,Samy Naceri|Frédéric Diefenthal|Marion Cotillard|Emma Wiklund|Bernard Farcy|Bai Ling,Gérard Krawczyk,cars car chase french comedy france humor,taxi 3 2003 action comedy cars car chase french comedy france humor samy naceri fr d ric diefenthal marion cotillard emma wiklund bernard farcy bai ling g rard krawczyk,tt0295721.jpg,3.535806655883789,0,3.535806655883789
8606,Pull My Daisy (1958),Comedy Drama,52100,64204.0,Jack Kerouac|Allen Ginsberg|Gregory Corso|Peter Orlovsky|Larry Rivers|David Amram,Robert Frank|Alfred Leslie,short beat generation jack kerouac avant garde national film registry,pull my daisy 1958 comedy drama short beat generation jack kerouac avant garde national film registry jack kerouac allen ginsberg gregory corso peter orlovsky larry rivers david amram robert frank alfred leslie,,3.535806655883789,0,3.535806655883789
8607,Tokyo Godfathers (2003),Adventure Animation Drama,388473,13398.0,Aya Okamoto|Yoshiaki Umegaki|Toru Emori|Satomi Kōrogi|Mamiko Noto|Ryuuji Saikachi,Satoshi Kon,anime satoshi kon father daughter relationship baby homeless,tokyo godfathers 2003 adventure animation drama anime satoshi kon father daughter relationship baby homeless aya okamoto yoshiaki umegaki toru emori satomi k rogi mamiko noto ryuuji saikachi satoshi kon,,3.535806655883789,0,3.535806655883789
8608,"Butcher, The (Boucher, Le) (1970)",Drama Thriller,64106,2912.0,Stéphane Audran|Jean Yanne|Roger Rudel|Mario Beccara|William Guérault|Pascal Ferone,Claude Chabrol,betamax butcher claude chabrol disturbing enigmatic,butcher the boucher le 1970 drama thriller betamax butcher claude chabrol disturbing enigmatic st phane audran jean yanne roger rudel mario beccara william gu rault pascal ferone claude chabrol,,3.535806655883789,0,3.535806655883789
8609,Our Hospitality (1923),Comedy,14341,701.0,Buster Keaton|Joe Roberts|Natalie Talmadge|Ralph Bushman|Craig Ward|Joe Keaton,Buster Keaton|John G. Blystone,buster keaton silent attempted murder comedy cross dressing,our hospitality 1923 comedy buster keaton silent attempted murder comedy cross dressing buster keaton joe roberts natalie talmadge ralph bushman craig ward joe keaton buster keaton john g blystone,,3.535806655883789,0,3.535806655883789
8610,All of Me (1984),Comedy Fantasy,86873,10631.0,Steve Martin|Lily Tomlin|Victoria Tennant|Madolyn Smith Osborne|Richard Libertini|Michael Ensign,Carl Reiner,a list alter ego betamax body switch body-swap,all of me 1984 comedy fantasy a list alter ego betamax body switch body swap steve martin lily tomlin victoria tennant madolyn smith osborne richard libertini michael ensign carl reiner,tt0086873.jpg,3.535806655883789,0,3.535806655883789
8611,"Farmer's Daughter, The (1947)",Comedy,39370,43466.0,Loretta Young|Joseph Cotten|Ethel Barrymore|Charles Bickford|Rose Hobart|Rhys Williams,H. C. Potter,pam's list 03/11 04/11 05/11 06/11,farmer s daughter the 1947 comedy pam s list 03 11 04 11 05 11 06 11 loretta young joseph cotten ethel barrymore charles bickford rose hobart rhys williams h c potter,,3.535806655883789,0,3.535806655883789
8612,Lassie Come Home (1943),Adventure Children Drama,36098,2202.0,Roddy McDowall|Donald Crisp|Dame May Whitty|Edmund Gwenn|Nigel Bruce|Elsa Lanchester,Fred M. Wilcox,based on a book bd-r collie dog directorial debut dog,lassie come home 1943 adventure children drama based on a book bd r collie dog directorial debut dog roddy mcdowall donald crisp dame may whitty edmund gwenn nigel bruce elsa lanchester fred m wilcox,,3.535806655883789,0,3.535806655883789
8613,"Time of Your Life, The (1948)",Comedy Drama,40884,76076.0,James Cagney|William Bendix|Wayne Morris|Jeanne Cagney|Broderick Crawford|Ward Bond,H.C. Potter,gambling h.c. potter jellybean less than 300 ratings saloon,time of your life the 1948 comedy drama gambling h c potter jellybean less than 300 ratings saloon james cagney william bendix wayne morris jeanne cagney broderick crawford ward bond h c potter,,3.535806655883789,0,3.535806655883789
8614,Overboard (1987),Comedy Romance,93693,10780.0,Goldie Hawn|Kurt Russell|Edward Herrmann|Katherine Helmond|Mike Hagerty|Roddy McDowall,Garry Marshall,goldie hawn kurt russell amnesia family classism,overboard 1987 comedy romance goldie hawn kurt russell amnesia family classism goldie hawn kurt russell edward herrmann katherine helmond mike hagerty roddy mcdowall garry marshall,tt0093693.jpg,3.535806655883789,0,3.535806655883789
8615,"Mask of Fu Manchu, The (1932)",Adventure Horror Sci-Fi,23194,3484.0,Boris Karloff|Lewis Stone|Karen Morley|Charles Starrett|Myrna Loy|Jean Hersholt,Charles Brabin|Charles Vidor,archaeology bd-r dr. fu manchu dvd-ram expedition,mask of fu manchu the 1932 adventure horror sci fi archaeology bd r dr fu manchu dvd ram expedition boris karloff lewis stone karen morley charles starrett myrna loy jean hersholt charles brabin charles vidor,,3.535806655883789,0,3.535806655883789
8616,By the Light of the Silvery Moon (1953),Children Musical Romance,45586,19590.0,Doris Day|Gordon MacRae|Mary Wickes|Leon Ames|Rosemary DeCamp|Billy Gray,David Butler,indiana musical small town,by the light of the silvery moon 1953 children musical romance indiana musical small town doris day gordon macrae mary wickes leon ames rosemary decamp billy gray david butler,,3.535806655883789,0,3.535806655883789
8617,Butterfield 8 (1960),Drama,53622,23724.0,Elizabeth Taylor|Laurence Harvey|Eddie Fisher|Dina Merrill|Mildred Dunnock|Betty Field,Daniel Mann,elizabeth taylor oscar (best actress) 1930s bd-r fashion model,butterfield 8 1960 drama elizabeth taylor oscar best actress 1930s bd r fashion model elizabeth taylor laurence harvey eddie fisher dina merrill mildred dunnock betty field daniel mann,,3.535806655883789,0,3.535806655883789
8618,Johnny Guitar (1954),Drama Western,47136,26596.0,Joan Crawford|Mercedes McCambridge|Sterling Hayden|Ernest Borgnine|John Carradine|Scott Brady,Nicholas Ray,amazon bd-r campy deconstructive feud,johnny guitar 1954 drama western amazon bd r campy deconstructive feud joan crawford mercedes mccambridge sterling hayden ernest borgnine john carradine scott brady nicholas ray,,3.535806655883789,0,3.535806655883789
8619,Sister My Sister (1994),Drama,111205,44925.0,Julie Walters|Joely Richardson|Jodhi May|Sophie Thursfield|Amelda Brown|Lucita Pope,Nancy Meckler,incest alienation childhood daughter erotic,sister my sister 1994 drama incest alienation childhood daughter erotic julie walters joely richardson jodhi may sophie thursfield amelda brown lucita pope nancy meckler,,3.535806655883789,0,3.535806655883789
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy Drama Fantasy Mystery,56732,29264.0,Silvia Pinal|Enrique Rambal|Claudio Brook|José Baviera|Augusto Benedico|Antonio Bravo,Luis Buñuel,surrealism criterion cynical satire satirical,exterminating angel the ngel exterminador el 1962 comedy drama fantasy mystery surrealism criterion cynical satire satirical silvia pinal enrique rambal claudio brook jos baviera augusto benedico antonio bravo luis bu uel,,3.535806655883789,0,3.535806655883789
8621,Ivans xtc. (2000),Drama,238321,33994.0,Danny Huston|Peter Weller|Kate Connor|Tiffani Thiessen|Sarah Danielle Madison|Sofia Eng,Bernard Rose,agent dying and death hollywood leo tolstoy skinny dipping,ivans xtc 2000 drama agent dying and death hollywood leo tolstoy skinny dipping danny huston peter weller kate connor tiffani thiessen sarah danielle madison sofia eng bernard rose,,3.535806655883789,0,3.535806655883789
8622,Fahrenheit 9/11 (2004),Documentary,361596,1777.0,Robert De Niro|Michael Moore|George W. Bush|Ben Affleck|Stevie Wonder|Al Gore,Michael Moore,michael moore politics documentary conspiracy theory social commentary,fahrenheit 9 11 2004 documentary michael moore politics documentary conspiracy theory social commentary robert de niro michael moore george w bush ben affleck stevie wonder al gore michael moore,tt0361596.jpg,3.535806655883789,0,3.535806655883789
8623,Roxanne (1987),Comedy Romance,93886,11584.0,Steve Martin|Daryl Hannah|Rick Rossovich|Shelley Duvall|John Kapelos|Fred Willard,Fred Schepisi,steve martin astronomy fred schepisi light-hearted nose,roxanne 1987 comedy romance steve martin astronomy fred schepisi light hearted nose steve martin daryl hannah rick rossovich shelley duvall john kapelos fred willard fred schepisi,tt0093886.jpg,3.535806655883789,0,3.535806655883789
8624,Freedom Downtime (2001),Adventure Crime Documentary,309614,9901.0,Sean Gullette|Mark Abene|Ed Cummings|Jeffrey Stanton|Alexis Kasperavicius|Lazlow Jones,Emmanuel Goldstein,01/11 02/11 03/11 05/11 06/11,freedom downtime 2001 adventure crime documentary 01 11 02 11 03 11 05 11 06 11 sean gullette mark abene ed cummings jeffrey stanton alexis kasperavicius lazlow jones emmanuel goldstein,,3.535806655883789,0,3.535806655883789
8625,"Same River Twice, The (2003)",Documentary,342956,202475.0,,Robb Moss,01/11 02/11 03/11 05/11 06/11,same river twice the 2003 documentary 01 11 02 11 03 11 05 11 06 11  robb moss,,3.535806655883789,0,3.535806655883789
8626,Dr. Terror's House of Horrors (1965),Horror Sci-Fi,59125,26811.0,Christopher Lee|Peter Cushing|Donald Sutherland|Bernard Lee|Max Adrian|Ann Bell,Freddie Francis,anthology amicus christopher lee donald sutherland peter cushing,dr terror s house of horrors 1965 horror sci fi anthology amicus christopher lee donald sutherland peter cushing christopher lee peter cushing donald sutherland bernard lee max adrian ann bell freddie francis,,3.535806655883789,0,3.535806655883789
8627,Confessions of a Burning Man (2003),Documentary,357567,38631.0,,Paul Barnett|Unsu Lee,carnival desert scientist party rave,confessions of a burning man 2003 documentary carnival desert scientist party rave  paul barnett unsu lee,,3.535806655883789,0,3.535806655883789
8628,Search and Destroy (1995),Comedy Drama,114371,54022.0,John Turturro|Christopher Walken|Ethan Hawke|Rosanna Arquette|Martin Scorsese|Dennis Hopper,David Salle,christopher walken good acting independent film,search and destroy 1995 comedy drama christopher walken good acting independent film john turturro christopher walken ethan hawke rosanna arquette martin scorsese dennis hopper david salle,tt0114371.jpg,3.535806655883789,0,3.535806655883789
8629,"Book of Life, The (1998)",Comedy Fantasy,167059,23522.0,Martin Donovan|P.J. Harvey|Thomas Jay Ryan|Miho Nikaido|Anna Köhler|Martin Pfefferkorn,Hal Hartley,less than 300 ratings,book of life the 1998 comedy fantasy less than 300 ratings martin donovan p j harvey thomas jay ryan miho nikaido anna k hler martin pfefferkorn hal hartley,,3.535806655883789,0,3.535806655883789
8630,Such a Long Journey (1998),Drama War,120848,207625.0,,Sturla Gunnarsson,1970s based on novel or book bombay india indo-pakistani wars parsi,such a long journey 1998 drama war 1970s based on novel or book bombay india indo pakistani wars parsi  sturla gunnarsson,,3.535806655883789,0,3.535806655883789
8631,Hard Times (1975),Action Drama,73092,22094.0,Charles Bronson|James Coburn|Jill Ireland|Strother Martin|Margaret Blye|Michael McGuire,Walter Hill,boxing 1930s crime gambling great depression,hard times 1975 action drama boxing 1930s crime gambling great depression charles bronson james coburn jill ireland strother martin margaret blye michael mcguire walter hill,,3.535806655883789,0,3.535806655883789
8632,Secret Society (2002),Comedy,217788,161080.0,Charlotte Brittain|Lee Ross|Annette Badland|James Wooton|Lisa Riley|Charles Dale,Imogen Kimmel,bbw factory worker femininity feminism feminist,secret society 2002 comedy bbw factory worker femininity feminism feminist charlotte brittain lee ross annette badland james wooton lisa riley charles dale imogen kimmel,,3.535806655883789,0,3.535806655883789
8633,"Last Starfighter, The (1984)",Action Adventure Comedy Sci-Fi,87597,11884.0,Lance Guest|Catherine Mary Stewart|Suzanne Snyder|Barbara Bosson|John O|Dan O,Nick Castle,space video games spaceflight 1980s 70mm,last starfighter the 1984 action adventure comedy sci fi space video games spaceflight 1980s 70mm lance guest catherine mary stewart suzanne snyder barbara bosson john o dan o nick castle,tt0087597.jpg,3.535806655883789,0,3.535806655883789
8634,Tank (1984),Action Comedy Drama,88224,21871.0,James Garner|Shirley Jones|C. Thomas Howell|Mark Herrier|Sandy Ward|Jenilee Harrison,Marvin J. Chomsky,can't remember dirty cop military prostitute showdown,tank 1984 action comedy drama can t remember dirty cop military prostitute showdown james garner shirley jones c thomas howell mark herrier sandy ward jenilee harrison marvin j chomsky,tt0088224.jpg,3.535806655883789,0,3.535806655883789
8635,Jungle Holocaust (Ultimo mondo cannibale) (1977),Adventure Horror,78437,30876.0,Massimo Foschi|Me Me Lai|Ivan Rassimov|Sheik Razak Shikur|Judy Rosly|Suleiman,Ruggero Deodato,cannibalism amazon amazon jungle cannibal cannibals,jungle holocaust ultimo mondo cannibale 1977 adventure horror cannibalism amazon amazon jungle cannibal cannibals massimo foschi me me lai ivan rassimov sheik razak shikur judy rosly suleiman ruggero deodato,,3.535806655883789,0,3.535806655883789
8636,Spider-Man 2 (2004),Action Adventure Sci-Fi IMAX,316654,558.0,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris|Donna Murphy,Sam Raimi,superhero comic book marvel kirsten dunst action,spider man 2 2004 action adventure sci fi imax superhero comic book marvel kirsten dunst action tobey maguire kirsten dunst james franco alfred molina rosemary harris donna murphy sam raimi,tt0316654.jpg,3.535806655883789,0,3.535806655883789
8637,America's Heart and Soul (2004),Documentary,381006,48732.0,,Louis Schwartsberg,disney,america s heart and soul 2004 documentary disney  louis schwartsberg,,3.535806655883789,0,3.535806655883789
8638,Before Sunset (2004),Drama Romance,381681,80.0,Ethan Hawke|Julie Delpy|Vernon Dobtcheff|Louise Lemoine Torrès|Rodolphe Pauly|Mariane Plasteig,Richard Linklater,dialogue great dialogue paris philosophical romantic,before sunset 2004 drama romance dialogue great dialogue paris philosophical romantic ethan hawke julie delpy vernon dobtcheff louise lemoine torr s rodolphe pauly mariane plasteig richard linklater,tt0381681.jpg,3.535806655883789,0,3.535806655883789
8639,"Clearing, The (2004)",Drama Thriller,331952,10742.0,Robert Redford|Helen Mirren|Willem Dafoe|Alessandro Nivola|Matt Craven|Melissa Sagemiller,Pieter Jan Brugge,based on a true story cabin detective employee fbi agent,clearing the 2004 drama thriller based on a true story cabin detective employee fbi agent robert redford helen mirren willem dafoe alessandro nivola matt craven melissa sagemiller pieter jan brugge,tt0331952.jpg,3.535806655883789,0,3.535806655883789
8640,King Arthur (2004),Action Adventure Drama War,349683,9477.0,Clive Owen|Ioan Gruffudd|Keira Knightley|Mads Mikkelsen|Joel Edgerton|Hugh Dancy,Antoine Fuqua,medieval arthurian legend clive owen keira knightley roman empire,king arthur 2004 action adventure drama war medieval arthurian legend clive owen keira knightley roman empire clive owen ioan gruffudd keira knightley mads mikkelsen joel edgerton hugh dancy antoine fuqua,tt0349683.jpg,3.535806655883789,0,3.535806655883789
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,357413,8699.0,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell|Fred Willard,Adam McKay,comedy will ferrell steve carell hilarious stupid,anchorman the legend of ron burgundy 2004 comedy comedy will ferrell steve carell hilarious stupid will ferrell christina applegate paul rudd david koechner steve carell fred willard adam mckay,tt0357413.jpg,3.535806655883789,0,3.535806655883789
8642,Sleepover (2004),Comedy,368975,9893.0,Alexa PenaVega|Mika Boorem|Jane Lynch|Sara Paxton|Brie Larson|Steve Carell,Joe Nussbaum,"""no high heels on the hardwood floors!"" high school scavenger hunt slumber party steve carell",sleepover 2004 comedy no high heels on the hardwood floors high school scavenger hunt slumber party steve carell alexa penavega mika boorem jane lynch sara paxton brie larson steve carell joe nussbaum,tt0368975.jpg,3.535806655883789,0,3.535806655883789
8643,"Cinderella Story, A (2004)",Comedy Romance,356470,11247.0,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King|Julie Gonzalo,Mark Rosman,teen movie hilary duff romance cinderella fairytail,cinderella story a 2004 comedy romance teen movie hilary duff romance cinderella fairytail hilary duff jennifer coolidge chad michael murray dan byrd regina king julie gonzalo mark rosman,tt0356470.jpg,3.535806655883789,0,3.535806655883789
8644,"I, Robot (2004)",Action Adventure Sci-Fi Thriller,343818,2048.0,Will Smith|Bridget Moynahan|Alan Tudyk|James Cromwell|Bruce Greenwood|Shia LaBeouf,Alex Proyas,artificial intelligence robots sci-fi will smith futuristic,i robot 2004 action adventure sci fi thriller artificial intelligence robots sci fi will smith futuristic will smith bridget moynahan alan tudyk james cromwell bruce greenwood shia labeouf alex proyas,tt0343818.jpg,3.535806655883789,0,3.535806655883789
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime Drama,390221,436.0,Catalina Sandino Moreno|Guilied Lopez|Yenny Paola Vega|John Álex Toro|Virgina Ariza|Rodrigo Sánchez Borhorquez,Joshua Marston,pregnancy smuggling colombia compassionate drugs,maria full of grace maria llena eres de gracia 2004 crime drama pregnancy smuggling colombia compassionate drugs catalina sandino moreno guilied lopez yenny paola vega john lex toro virgina ariza rodrigo s nchez borhorquez joshua marston,tt0390221.jpg,3.535806655883789,0,3.535806655883789
